,budget,id,popularity,production_companies,revenue,runtime,spoken_languages,status,title,vote_average,vote_count,genres_list,Countries,release_year,language
3937,3000000,10683,10.757539,2,2807390,139.0,"['English', 'P']",1,Happiness,7.4,194,"['Comedy', 'Drama']",1,1998,en
3938,0,17995,1.580027,1,0,89.0,['English'],1,DysFunktional Family,6.1,4,"['Comedy', 'Documentary']",1,2003,en
3939,2800000,246403,15.754614,2,1826705,102.0,['English'],1,Tusk,5.1,366,"['Comedy', 'Horror']",1,2014,en
3940,3000000,670,56.76349,2,14980005,120.0,[],1,올드보이,8.0,1945,"['Drama', 'Thriller', 'Mystery', 'Action']",1,2003,ko
3941,0,35691,3.644872,1,0,110.0,['English'],1,Letters to God,6.5,37,"['Action', 'Drama', 'Family', 'Thriller']",1,2010,en
3942,3000000,49010,16.900433,4,748453,86.0,['English'],1,Hobo with a Shotgun,5.7,211,"['Action', 'Comedy', 'Thriller']",2,2011,en
3943,3000000,317930,1.569246,0,0,101.0,['English'],1,Compadres,5.2,17,"['Action', 'Comedy']",0,2016,es
3944,3000000,11229,4.682881,2,0,110.0,['English'],1,Freeway,6.5,95,"['Comedy', 'Drama', 'Thriller']",1,1996,en
3945,0,22488,1.128559,0,0,87.0,['English'],1,Love's Abiding Joy,5.8,12,"['TV Movie', 'Action', 'Drama', 'Family']",1,2006,en
3946,3000000,24469,12.68672,4,2357852,123.0,['English'],1,Fish Tank,6.9,250,['Drama'],2,2009,en
3947,0,82533,3.750338,1,0,99.0,['English'],1,Damsels in Distress,5.6,67,"['Comedy', 'Romance']",1,2012,en
3948,0,50942,2.857848,3,0,176.0,['English'],1,Creature,4.0,21,"['Horror', 'Science Fiction', 'Thriller']",1,1998,en
3949,3000000,84174,20.95282,2,11947954,87.0,['English'],1,Bachelorette,5.3,444,"['Comedy', 'Romance']",1,2012,en
3950,0,34099,0.18094,2,0,120.0,['English'],1,Brave New Girl,3.7,3,"['Drama', 'Music', 'Family']",1,2004,en
3951,0,79940,1.75311,2,0,94.0,['English'],1,Tim and Eric's Billion Dollar Movie,5.2,34,['Comedy'],1,2012,en
3952,2700000,342,3.120747,0,0,98.0,['Deutsch'],1,Sommersturm,6.7,59,"['Comedy', 'Drama']",1,2004,de
3953,0,281230,0.384496,0,0,0.0,[],1,Fort McCoy,6.3,2,"['War', 'Drama', 'History']",0,2014,en
3954,0,38033,2.504156,2,0,96.0,['English'],1,Chain Letter,3.9,37,"['Horror', 'Thriller']",1,2010,en
3955,3000000,100975,0.431332,2,0,97.0,['English'],1,Just Looking,5.8,5,"['Drama', 'Comedy']",1,1999,en
3956,3000000,38541,11.882563,6,22000,112.0,['English'],1,The Divide,5.7,197,['Science Fiction'],3,2011,en
3957,0,39563,9.342465,0,0,88.0,['English'],1,The Eclipse,6.1,15,"['Drama', 'Horror', 'Romance']",0,2009,en
3958,3000000,234212,12.564554,4,3387000,83.0,['English'],1,Demonic,4.9,148,"['Thriller', 'Horror']",2,2015,en
3959,0,27404,0.68822,2,0,80.0,['English'],1,My Big Fat Independent Movie,3.0,5,['Comedy'],1,2005,en
3960,0,170480,0.194848,0,0,90.0,['English'],1,The Deported,0.0,0,"['Comedy', 'Family']",0,2010,en
3961,0,71866,2.015525,1,0,96.0,"['English', 'Deutsch']",1,Tanner Hall,5.4,32,['Drama'],1,2009,en
3962,3000000,192210,2.680629,3,0,85.0,"['English', 'Portugu', 'P']",1,Open Road,5.2,18,"['Action', 'Drama', 'Thriller']",2,2013,en
3963,0,180296,12.036888,1,0,84.0,['English'],1,They Came Together,5.3,171,['Comedy'],1,2014,en
3964,0,157058,1.737032,2,0,80.0,['English'],1,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2.9,28,['Comedy'],1,2013,en
3965,3000000,70006,9.249229,0,0,90.0,['English'],1,Never Back Down 2: The Beatdown,5.8,136,"['Drama', 'Action']",1,2011,en
3966,2500000,26039,5.164423,1,3200000,92.0,['English'],1,Point Blank,7.1,95,"['Action', 'Crime', 'Drama', 'Thriller']",1,1967,en
3967,3,79587,0.008263,1,0,100.0,"['Italiano', 'English']",1,Four Single Fathers,0.0,0,"['Drama', 'Comedy']",2,2009,en
3968,0,176077,1.998826,2,0,88.0,['English'],1,Enter the Dangerous Mind,4.8,14,['Thriller'],1,2013,en
3969,3000000,260947,1.968679,1,0,95.0,['English'],1,Something Wicked,4.6,16,"['Mystery', 'Thriller']",1,2014,en
3970,3000000,342502,1.141463,1,0,79.0,['English'],1,AWOL-72,2.8,10,['Thriller'],1,2015,en
3971,0,191229,0.214704,0,0,88.0,"['English', 'Espa']",1,Iguana,6.0,1,[],0,1988,en
3972,3200000,43213,1.034844,2,0,95.0,['English'],1,Chicago Overcoat,6.1,5,"['Action', 'Crime', 'Thriller']",1,2009,en
3973,0,44594,1.975941,3,0,95.0,['English'],1,Barry Munday,6.3,22,"['Comedy', 'Drama', 'Romance']",1,2010,en
3974,2900000,666,5.928937,3,5596708,113.0,['Portugu'],1,Central do Brasil,7.6,126,['Drama'],1,1998,pt
3975,2900000,248,3.370225,1,5000000,136.0,"['English', 'Espa']",1,Pocketful of Miracles,7.3,25,"['Comedy', 'Drama']",1,1961,en
3976,0,325173,5.485217,4,0,80.0,['English'],1,Close Range,4.9,54,"['Crime', 'Action']",1,2015,en
3977,0,55831,0.18887,0,0,105.0,['English'],1,Boynton Beach Club,6.8,3,"['Comedy', 'Drama', 'Romance']",0,2005,en
3978,3000000,351043,3.077885,0,0,90.0,['English'],1,Amnesiac,4.1,52,"['Thriller', 'Mystery', 'Drama', 'Horror']",1,2015,en
3979,3000000,43942,1.781462,4,103735,93.0,['English'],1,Freakonomics,6.6,36,['Documentary'],1,2010,en
3980,0,10226,4.952983,2,0,91.0,"['Italiano', 'English', 'Fran']",1,Haute tension,6.6,271,"['Horror', 'Thriller', 'Mystery']",1,2003,fr
3981,2902660,66942,1.35088,1,0,93.0,"['English', 'Portugu']",1,Griff the Invisible,6.1,34,"['Romance', 'Comedy', 'Drama']",1,2011,en
3982,0,356483,0.687656,1,0,89.0,['English'],1,Unnatural,4.3,12,"['Thriller', 'Action', 'Horror']",1,2015,en
3983,8000000,10476,6.39503,1,23563727,116.0,['English'],1,Hustle & Flow,6.9,99,['Drama'],1,2005,en
3984,2883848,239,39.30982,2,25000000,122.0,['English'],1,Some Like It Hot,8.0,808,"['Comedy', 'Romance']",1,1959,en
3985,2800000,10281,9.070842,1,19170001,88.0,['English'],1,Friday the 13th Part VII: The New Blood,5.3,192,"['Horror', 'Thriller']",1,1988,en
3986,2777000,630,67.417542,0,33754967,102.0,['English'],1,The Wizard of Oz,7.4,1642,"['Adventure', 'Family', 'Fantasy']",1,1939,en
3987,2800000,3034,36.444894,3,86273333,106.0,"['English', 'Deutsch']",1,Young Frankenstein,7.7,854,"['Comedy', 'Science Fiction']",1,1974,en
3988,2000000,13025,15.351412,1,5364858,95.0,['English'],1,Diary of the Dead,5.4,190,"['Horror', 'Action', 'Science Fiction']",1,2007,en
3989,0,21461,2.436019,0,0,144.0,[],1,Lage Raho Munna Bhai,7.6,44,"['Comedy', 'Drama', 'Romance']",1,2006,en
3990,0,55306,0.93392,1,0,112.0,['English'],1,Ulee's Gold,6.5,19,['Drama'],1,1997,en
3991,2700000,17264,11.35972,1,37799643,118.0,"['English', 'Italiano']",1,The Black Stallion,7.0,59,"['Adventure', 'Family']",1,1979,en
3992,0,346081,0.296981,0,0,0.0,[],1,Sardaarji,9.5,2,[],1,2015,en
3993,0,16016,1.776624,2,0,90.0,['Dansk'],1,Rejsen til Saturn,4.9,10,"['Action', 'Adventure', 'Animation', 'Comedy', 'Science Fiction']",1,2008,en
3994,2686000,15875,1.897263,1,6600000,109.0,"['English', 'Fran']",1,Donovan's Reef,6.0,30,"['Adventure', 'Comedy', 'Romance']",1,1963,en
3995,0,5900,0.144031,0,0,103.0,['Nederlands'],1,De jurk,7.0,3,"['Comedy', 'Drama']",1,1996,nl
3996,2627000,43306,0.531444,0,5363000,120.0,['English'],1,A Guy Named Joe,6.0,8,"['Drama', 'Romance', 'War']",1,1944,en
3997,2600000,11072,22.793929,1,119500000,93.0,"['English', 'Deutsch']",1,Blazing Saddles,7.2,609,"['Western', 'Comedy']",1,1974,en
3998,2600000,9730,14.013414,1,32980880,91.0,"['English', 'Espa']",1,Friday the 13th: The Final Chapter,5.9,237,"['Horror', 'Thriller']",1,1984,en
3999,2159280,209274,13.265432,8,10700000,80.0,['Polski'],1,Ida,7.1,260,['Drama'],4,2013,pl
4000,0,26371,11.552247,2,0,134.0,['English'],1,Maurice,7.1,61,"['Drama', 'Romance']",1,1987,en
4001,0,14137,1.73892,2,0,86.0,['English'],1,Beer League,5.3,22,['Comedy'],1,2006,en
4002,2600000,291,0.895946,0,3166000,105.0,['English'],1,Riding Giants,7.6,23,['Documentary'],2,2004,en
4003,2600000,14139,19.02965,3,553198,92.0,['Espa'],1,Los cronocrímenes,7.0,308,"['Science Fiction', 'Thriller']",1,2007,es
4004,0,33106,0.406645,0,0,99.0,[],1,疯狂的赛车,7.4,13,"['Action', 'Adventure', 'Comedy', 'Drama', 'Foreign']",1,2009,zh
4005,2600000,8875,3.687574,2,0,97.0,['English'],1,Timber Falls,5.2,38,"['Horror', 'Thriller']",1,2007,en
4006,2540800,872,36.556954,0,7200000,103.0,['English'],1,Singin' in the Rain,7.8,727,"['Comedy', 'Music', 'Romance']",1,1952,en
4007,0,72914,0.545825,0,0,97.0,['English'],1,"Fat, Sick & Nearly Dead",7.1,47,['Documentary'],2,2010,en
4008,2500000,139038,18.661541,3,60141683,86.0,['English'],1,A Haunted House,5.4,516,"['Comedy', 'Horror']",1,2013,en
4009,2500000,126509,0.973582,0,33400000,87.0,['English'],1,2016: Obama's America,4.6,19,['Documentary'],1,2012,en
4010,0,9591,14.885388,3,34585416,108.0,['English'],1,That Thing You Do!,6.8,225,"['Comedy', 'Drama']",1,1996,en
4011,2500000,10676,12.030456,1,14400000,98.0,['English'],1,Halloween III: Season of the Witch,5.0,229,"['Horror', 'Mystery', 'Science Fiction']",1,1982,en
4012,2500000,1687,18.30961,2,12348905,98.0,['English'],1,Escape from the Planet of the Apes,6.3,264,"['Action', 'Science Fiction']",1,1971,en
4013,2500000,24748,6.82919,1,10000000,112.0,['English'],1,Hud,7.5,66,"['Action', 'Drama', 'Western']",1,1963,en
4014,0,181330,9.799357,1,32230907,74.0,['English'],1,Kevin Hart: Let Me Explain,7.1,95,"['Comedy', 'Documentary']",1,2013,en
4015,2500000,468,10.363642,1,0,104.0,['English'],1,My Own Private Idaho,7.1,212,"['Drama', 'Romance']",1,1991,en
4016,2500000,401,30.583959,4,26781723,102.0,['English'],1,Garden State,7.1,618,"['Comedy', 'Drama', 'Romance']",1,2004,en
4017,2500000,76,23.672571,1,5535405,105.0,"['English', 'Deutsch', 'Fran']",1,Before Sunrise,7.7,959,"['Drama', 'Romance']",3,1995,en
4018,0,50538,0.205034,1,0,100.0,['Fran'],1,Sur le seuil,6.9,8,"['Horror', 'Mystery', 'Thriller']",1,2003,fr
4019,0,25636,5.581743,1,0,107.0,['English'],1,Jesus' Son,6.7,22,"['Comedy', 'Drama', 'Romance']",2,1999,en
4020,0,19316,2.487255,0,0,91.0,['English'],1,Saving Face,6.8,32,"['Comedy', 'Romance']",1,2004,en
4021,0,21074,0.262135,2,0,102.0,[],1,Brick Lane,5.2,15,['Drama'],2,2007,en
4022,2500000,84329,23.419061,5,3325038,85.0,['English'],1,Robot & Frank,6.8,450,"['Science Fiction', 'Comedy', 'Drama', 'Crime']",1,2012,en
4023,0,20,7.958831,2,9726954,106.0,['English'],1,My Life Without Me,7.2,77,"['Drama', 'Romance']",2,2003,en
4024,2500000,157386,25.722747,1,6854611,95.0,['English'],1,The Spectacular Now,6.8,1048,"['Comedy', 'Drama', 'Romance']",1,2013,en
4025,0,13007,9.774126,1,0,101.0,"['English', 'Espa']",1,Religulous,7.2,197,"['Comedy', 'Documentary']",1,2008,en
4026,0,13518,0.197469,0,0,90.0,['English'],1,Fuel,7.0,3,"['Documentary', 'Drama']",1,2008,en
4027,0,116584,0.142255,0,0,100.0,['English'],1,Valley of the Heart's Delight,7.0,1,['Drama'],0,2006,en
4028,2500000,46849,0.301884,4,71904,100.0,['English'],1,Eye of the Dolphin,7.1,7,['Drama'],1,2007,en
4029,0,40428,0.424957,0,0,80.0,['English'],1,8: The Mormon Proposition,5.5,6,['Documentary'],0,2010,en
4030,14000000,17334,3.393648,2,0,106.0,['English'],1,The Other End of the Line,6.1,50,"['Comedy', 'Romance']",3,2008,en
4031,0,1698,5.025938,0,0,103.0,"['Deutsch', 'Latin']",1,Anatomie,6.1,61,"['Horror', 'Thriller']",1,2000,de
4032,2500000,20764,4.624691,1,107559,90.0,"['English', 'Espa']",1,Sleep Dealer,6.0,40,"['Drama', 'Science Fiction', 'Thriller']",2,2008,en
4033,2500000,45132,12.204569,3,324138,96.0,['English'],1,Super,6.6,441,"['Comedy', 'Action', 'Drama']",1,2010,en
4034,0,76706,0.630226,0,0,89.0,['English'],1,Christmas Mail,5.0,15,"['Comedy', 'Family']",1,2010,en
4035,2500000,254472,4.270489,2,0,87.0,['English'],1,Stung,4.9,63,"['Comedy', 'Horror']",2,2015,de
4036,35000000,332285,3.674294,3,0,94.0,['English'],1,Antibirth,4.8,40,['Horror'],1,2016,en
4037,2400000,49471,4.623059,1,5731103,120.0,['English'],1,Get on the Bus,7.0,11,['Drama'],1,1996,en
4038,0,13569,1.946715,1,0,101.0,"['English', 'Deutsch']",1,Thr3e,4.8,21,"['Drama', 'Horror', 'Thriller']",2,2006,en
4039,30000000,7512,27.940093,2,495303,84.0,['English'],1,Idiocracy,6.3,664,"['Adventure', 'Comedy', 'Science Fiction']",1,2006,en
4040,2500000,356216,1.759506,3,0,110.0,['English'],1,The Rise of the Krays,4.5,19,['Crime'],1,2015,en
4041,2380000,11798,8.395624,4,8176544,101.0,['English'],1,This Is England,7.4,363,"['Drama', 'Crime']",1,2006,en
4042,2500000,146631,8.248149,2,0,101.0,"['English', 'Fran']",1,U.F.O.,3.1,47,"['Action', 'Adventure', 'Science Fiction']",1,2012,en
4043,2361000,43546,0.628051,0,6892000,101.0,"['English', 'Espa', 'Fran']",1,Bathing Beauty,7.0,4,"['Comedy', 'Music']",1,1944,en
4044,2450000,61038,0.500753,1,0,105.0,['English'],1,Go for It!,4.6,5,"['Drama', 'Family']",1,2011,en
4045,0,78373,0.376662,2,565592,97.0,['English'],1,"Dancer, Texas Pop. 81",10.0,1,"['Comedy', 'Drama', 'Family']",1,1998,en
4046,2300000,17820,1.606314,0,11000000,107.0,['English'],1,Show Boat,6.9,18,"['Music', 'Romance']",1,1951,en
4047,0,74457,0.197264,3,0,91.0,['English'],1,Redemption Road,4.7,6,['Drama'],0,2011,en
4048,0,283384,5.759493,3,0,108.0,['English'],1,The Calling,5.6,88,['Thriller'],2,2014,en
4049,2000000,19933,6.86302,1,0,90.0,"['Nederlands', 'English', 'Polski']",1,The Brave Little Toaster,6.7,93,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family', 'Music']",1,1987,en
4050,2280000,756,32.875469,1,83320000,124.0,['English'],1,Fantasia,7.2,808,"['Animation', 'Family', 'Music']",1,1940,en
4051,0,433715,0.015295,1,0,90.0,['English'],1,8 Days,0.0,0,"['Thriller', 'Drama']",1,2014,en
4052,4000000,9728,14.206525,2,36690067,95.0,['English'],1,Friday the 13th Part III,5.7,254,"['Horror', 'Thriller']",1,1982,en
4053,2200000,9731,12.639469,1,21930418,92.0,['English'],1,Friday the 13th: A New Beginning,5.1,196,"['Horror', 'Thriller']",1,1985,en
4054,0,9916,2.371477,0,0,117.0,"['English', 'Portugu']",1,The Last Sin Eater,6.2,11,['Drama'],1,2007,en
4055,0,309425,2.470443,3,0,115.0,['English'],1,Do You Believe?,6.6,48,"['Fantasy', 'Drama']",1,2015,en
4056,0,14156,1.532518,0,0,90.0,['English'],1,Impact Point,5.7,5,"['Thriller', 'Romance']",1,2008,en
4057,2160000,43610,0.1813,0,9132000,119.0,['English'],1,The Valley of Decision,5.8,4,['Drama'],1,1945,en
4058,2300000,360339,2.713171,3,0,97.0,['English'],1,Eden,5.6,19,"['Thriller', 'Drama']",3,2015,en
4059,0,31163,0.258413,0,0,90.0,['English'],1,Chicken Tikka Masala,3.5,5,"['Comedy', 'Romance', 'Foreign']",1,2005,en
4060,0,297621,2.025701,1,0,90.0,['English'],1,There's Always Woodstock,5.4,12,"['Romance', 'Comedy', 'Music']",1,2014,en
4061,0,16205,2.659804,2,0,85.0,['English'],1,Jack Brooks: Monster Slayer,5.7,59,"['Action', 'Comedy', 'Horror']",1,2007,en
4062,2100000,887,8.38717,0,23650000,172.0,['English'],1,The Best Years of Our Lives,7.6,143,"['Drama', 'History', 'Romance']",1,1946,en
4063,0,9517,6.677093,1,480811,113.0,['English'],1,Bully,6.7,125,"['Crime', 'Drama']",3,2001,en
4064,0,6007,2.526356,0,0,89.0,['Norsk'],1,Elling,7.0,51,"['Comedy', 'Drama']",1,2001,en
4065,2100000,364083,0.039007,1,3330,126.0,"['Espa', 'English']",1,Mi America,0.0,0,"['Drama', 'Crime']",1,2015,en
4066,1500000,8329,31.691617,1,30448000,78.0,['Espa'],1,[REC],7.1,934,"['Horror', 'Mystery']",1,2007,es
4067,0,69640,0.47909,0,0,88.0,['English'],1,Lies in Plain Sight,4.5,4,"['Drama', 'Mystery', 'Thriller']",0,2010,en
4068,0,371085,0.027801,0,0,0.0,[],1,Sharkskin,0.0,0,[],0,2015,en
4069,0,347548,2.122451,3,0,77.0,['English'],1,Containment,5.1,36,"['Thriller', 'Horror', 'Science Fiction']",1,2015,en
4070,0,322443,0.803761,1,0,81.0,['English'],1,The Timber,4.1,15,"['Adventure', 'Drama', 'Western']",1,2015,de
4071,2000000,657,41.298723,3,78898765,115.0,"['English', 'P', 'T', 'Rom']",1,From Russia with Love,6.9,760,"['Action', 'Thriller', 'Adventure']",1,1963,en
4072,0,28165,1.791331,1,0,96.0,['English'],1,The Toxic Avenger Part II,5.3,39,"['Comedy', 'Horror', 'Action']",1,1989,en
4073,2000000,11561,10.664202,0,18344729,89.0,['English'],1,Sleeper,7.0,200,"['Comedy', 'Romance', 'Science Fiction']",1,1973,en
4074,2000000,270303,100.876794,3,14674076,100.0,['English'],1,It Follows,6.6,1832,"['Horror', 'Thriller']",1,2015,en
4075,2000000,11624,13.223111,1,18016290,88.0,"['English', 'Italiano']",1,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.6,215,['Comedy'],1,1972,en
4076,2000000,595,22.139842,1,13129846,129.0,['English'],1,To Kill a Mockingbird,8.0,657,"['Crime', 'Drama']",1,1962,en
4077,2000000,8810,37.117362,1,24600832,95.0,['English'],1,Mad Max 2,7.3,957,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",1,1981,en
4078,0,12207,15.046612,0,0,102.0,[],1,醉拳二,7.2,242,"['Action', 'Comedy']",1,1994,cn
4079,2000000,226,15.557144,4,11540607,118.0,['English'],1,Boys Don't Cry,7.2,353,"['Crime', 'Drama']",1,1999,en
4080,2000000,92182,11.66632,2,13101672,85.0,['English'],1,Silent House,5.2,125,"['Horror', 'Mystery']",2,2011,en
4081,2000000,582,34.938177,2,70000000,137.0,['Deutsch'],1,Das Leben der Anderen,7.9,958,"['Drama', 'Thriller']",1,2006,de
4082,1000000,72213,5.961119,5,34522221,129.0,['English'],1,Courageous,6.8,77,['Drama'],1,2011,en
4083,2000000,990,17.639478,2,7600000,134.0,['English'],1,The Hustler,7.6,240,['Drama'],1,1961,en
4084,2000000,55604,1.867004,0,9172000,119.0,['English'],1,Boom Town,6.5,8,"['Adventure', 'Drama', 'Romance']",1,1940,en
4085,8000000,9662,13.944645,3,1477676,80.0,"['Fran', 'Portugu']",1,Les triplettes de Belleville,7.3,231,"['Adventure', 'Animation', 'Comedy', 'Drama']",4,2003,fr
4086,0,20862,2.304552,2,0,89.0,['English'],1,Smoke Signals,6.6,24,"['Drama', 'Comedy']",2,1998,en
4087,0,2771,7.792851,0,6003587,101.0,['English'],1,American Splendor,7.1,120,"['Comedy', 'Drama']",1,2003,en
4088,2700000,80,14.799323,2,15992615,80.0,"['English', 'Fran']",1,Before Sunset,7.6,718,"['Drama', 'Romance']",1,2004,en
4089,2000000,55,23.281616,2,20908467,154.0,['Espa'],1,Amores perros,7.6,521,"['Drama', 'Thriller']",1,2000,es
4090,2000000,11023,20.331593,3,4601043,100.0,"['English', 'Portugu', 'Espa']",1,Thirteen,6.7,339,"['Crime', 'Drama']",1,2003,en
4091,2000000,33667,5.381536,1,7800000,118.0,['English'],1,Gentleman's Agreement,6.8,47,"['Drama', 'Romance']",1,1947,en
4092,2000000,39013,20.834883,1,13831503,100.0,['English'],1,Winter's Bone,6.8,565,['Drama'],1,2010,en
4093,0,11194,14.045887,3,13885802,106.0,['English'],1,Touching the Void,7.6,138,"['Documentary', 'Action', 'Adventure']",1,2003,en
4094,2000000,43839,0.483974,1,4000000,106.0,['English'],1,Alexander's Ragtime Band,4.8,6,"['Drama', 'Music', 'Romance']",1,1938,en
4095,0,1382,9.719094,1,0,90.0,['English'],1,Me and You and Everyone We Know,7.0,107,"['Comedy', 'Drama']",1,2005,en
4096,2000000,44639,16.930914,2,7871522,109.0,['English'],1,Inside Job,7.7,286,['Documentary'],1,2010,en
4097,6000000,301351,28.819424,1,11122090,96.0,"['English', 'Italiano']",1,We Are Your Friends,6.3,658,"['Drama', 'Music', 'Romance']",3,2015,en
4098,0,4816,18.223139,6,0,116.0,['English'],1,Ghost Dog: The Way of the Samurai,7.2,298,"['Crime', 'Drama']",1,1999,en
4099,2000000,7873,12.999023,1,5967038,120.0,"['English', 'Espa']",1,Harsh Times,6.3,197,"['Crime', 'Drama', 'Thriller', 'Action']",1,2005,en
4100,2000000,331190,6.728882,4,2801508,97.0,['English'],1,Captive,5.6,92,"['Crime', 'Drama', 'Thriller']",1,2015,en
4101,2000000,15186,1.95686,2,2506446,96.0,['English'],1,Full Frontal,4.8,26,"['Comedy', 'Drama', 'Romance']",1,2002,en
4102,0,17994,7.151154,0,0,98.0,['Deutsch'],1,Witchboard,5.9,58,['Horror'],2,1986,en
4103,2000000,1378,14.846001,3,5179037,101.0,['English'],1,Shortbus,6.3,140,"['Romance', 'Drama', 'Comedy']",1,2006,en
4104,2000000,8885,14.08251,2,11125849,90.0,"['Deutsch', 'English']",1,Vals Im Bashir,7.8,291,"['Drama', 'Animation', 'War']",3,2008,he
4105,2000000,48382,0.031947,0,1672730,120.0,[],1,"The Book of Mormon Movie, Volume 1: The Journey",5.0,2,[],0,2003,en
4106,2000000,12901,2.283796,0,1431623,102.0,['English'],1,No End in Sight,7.2,23,['Documentary'],0,2007,en
4107,2000000,250124,18.224326,3,1477002,98.0,['English'],1,The Diary of a Teenage Girl,6.8,279,"['Drama', 'Romance']",1,2015,en
4108,2000000,14284,3.43159,2,0,109.0,['Magyar'],1,In the Shadow of the Moon,7.6,31,['Documentary'],2,2007,en
4109,0,57120,4.749885,3,876302,104.0,['English'],1,Meek's Cutoff,6.5,77,"['Drama', 'Western']",1,2010,en
4110,2000000,12228,3.980072,0,653621,92.0,['English'],1,Inside Deep Throat,6.8,31,"['History', 'Documentary']",1,2005,en
4111,0,22617,1.096355,1,0,99.0,"['English', 'Fran', 'Italiano']",1,Dinner Rush,7.1,19,"['Drama', 'Action', 'Thriller']",1,2000,en
4112,0,55561,1.196943,0,0,96.0,['English'],1,Clockwatchers,5.6,13,"['Comedy', 'Drama']",0,1997,en
4113,2000000,42889,3.125382,1,563706,120.0,"['English', 'Fran']",1,The Virginity Hit,4.6,19,['Comedy'],1,2010,en
4114,2000000,10656,5.261065,1,390659,104.0,['Fran'],1,Subway,6.3,86,"['Action', 'Thriller']",1,1985,fr
4115,0,24363,6.337735,4,0,97.0,"['English', 'Fran']",1,House of D,6.1,23,"['Comedy', 'Drama']",1,2005,en
4116,0,13121,7.359286,1,0,94.0,['English'],1,Teeth,5.2,210,"['Comedy', 'Horror']",1,2007,en
4117,2000000,24746,1.892183,1,124494,91.0,['English'],1,Six-String Samurai,5.8,36,"['Action', 'Adventure', 'Science Fiction']",1,1998,en
4118,0,325140,0.001186,0,0,0.0,[],1,Hum To Mohabbat Karega,0.0,0,[],0,2000,en
4119,2000000,12109,3.911445,0,120620,90.0,['English'],1,It's All Gone Pete Tong,7.1,52,"['Drama', 'Comedy', 'Music']",2,2004,en
4120,3800000,27023,2.559806,0,111731,84.0,"['English', 'Italiano']",1,Saint John of Las Vegas,5.9,18,['Comedy'],1,2009,en
4121,0,22913,0.744406,1,0,96.0,['English'],1,24 7: Twenty Four Seven,6.3,10,"['Comedy', 'Drama', 'Romance']",1,1997,en
4122,13500000,273899,5.16023,1,187674,129.0,['English'],1,Stonewall,5.2,32,['Drama'],1,2015,en
4123,7000000,20653,0.253595,4,1100000,93.0,['English'],1,Roadside Romeo,6.7,3,"['Animation', 'Family', 'Foreign']",2,2008,en
4124,0,67373,0.046868,0,0,100.0,[],1,This Thing of Ours,5.0,1,"['Drama', 'Action', 'Thriller']",0,2005,en
4125,0,171759,2.952932,1,0,97.0,"['English', 'Deutsch']",1,The Lost Medallion: The Adventures of Billy Stone,5.6,13,"['Adventure', 'Family']",1,2013,en
4126,0,206296,5.563068,2,0,94.0,['English'],1,The Last Five Years,5.5,143,"['Comedy', 'Drama', 'Music', 'Romance']",1,2014,en
4127,0,35219,1.161034,2,0,95.0,['English'],1,The Missing Person,6.4,9,"['Comedy', 'Drama', 'Mystery', 'Thriller']",1,2009,en
4128,2000000,28260,7.502934,1,54207,97.0,"['English', 'Italiano']",1,Return of the Living Dead 3,5.9,88,"['Comedy', 'Science Fiction', 'Romance', 'Horror']",1,1993,en
4129,0,7515,5.350423,2,0,92.0,['English'],1,London,6.1,96,"['Drama', 'Action', 'Romance']",2,2005,en
4130,2000000,13075,4.261509,1,622806,96.0,['English'],1,Sherrybaby,6.3,41,['Drama'],1,2006,en
4131,0,335866,6.752141,2,0,87.0,['English'],1,Circle,6.0,333,"['Horror', 'Science Fiction']",1,2015,en
4132,0,13510,20.362373,2,3983997,91.0,['English'],1,Eden Lake,6.7,406,"['Horror', 'Thriller']",1,2008,en
4133,0,215881,5.099368,3,0,98.0,['English'],1,Plush,5.4,40,['Thriller'],1,2013,en
4134,0,18238,6.632891,1,0,86.0,['English'],1,Lesbian Vampire Killers,5.3,124,"['Horror', 'Comedy']",1,2009,en
4135,0,22600,1.717376,1,0,120.0,"['Afrikaans', 'English']",1,Jerusalema,6.8,16,"['Drama', 'Action', 'Crime', 'Foreign']",1,2008,en
4136,0,12612,4.922397,0,0,99.0,['English'],1,Freeze Frame,6.9,18,"['Thriller', 'Drama', 'Crime']",2,2004,en
4137,1000000,50698,13.222268,3,0,92.0,['English'],1,Grave Encounters,6.1,381,"['Thriller', 'Horror']",2,2011,en
4138,100000,115210,7.447714,5,95000,86.0,['English'],1,Stitches,5.5,92,['Horror'],1,2012,en
4139,2000000,34335,9.68793,1,0,98.0,['English'],1,Nine Dead,5.2,84,"['Crime', 'Drama', 'Horror', 'Thriller']",1,2010,en
4140,2,459488,0.050625,1,0,106.87585919600083,[],1,"To Be Frank, Sinatra at 100",0.0,0,['Documentary'],1,2015,en
4141,2000000,11302,5.941852,1,11833696,82.0,['English'],1,Bananas,6.7,165,['Comedy'],1,1971,en
4142,0,119458,0.174311,0,0,103.0,['English'],1,$upercapitalist,3.5,2,['Thriller'],2,2012,en
4143,0,20406,0.361554,4,0,76.0,"['English', 'Deutsch', 'P', 'Espa']",1,Rockaway,5.8,2,"['Action', 'Adventure', 'Drama']",1,2007,en
